id,subscription,year,defect
795,high,6,0
795,high,7,0
796,high,1,0
796,high,2,0
796,high,3,0
796,high,4,0
796,high,5,0
796,high,6,0
796,high,7,0
797,high,1,0
797,high,2,0
797,high,3,0
797,high,4,0
797,high,5,0
797,high,6,0
797,high,7,0
798,high,1,0
798,high,2,0
798,high,3,0
798,high,4,0
798,high,5,0
798,high,6,0
798,high,7,0
799,high,1,0
799,high,2,0
799,high,3,0
799,high,4,0
799,high,5,0
799,high,6,0
799,high,7,0
800,high,1,0
800,high,2,0
800,high,3,0
800,high,4,0
800,high,5,0
800,high,6,0
800,high,7,0
801,high,1,0
801,high,2,0
801,high,3,0
801,high,4,0
801,high,5,0
801,high,6,0
801,high,7,0
802,high,1,0
802,high,2,0
802,high,3,0
802,high,4,0
802,high,5,0
802,high,6,0
802,high,7,0
803,high,1,0
803,high,2,0
803,high,3,0
803,high,4,0
803,high,5,0
803,high,6,0
803,high,7,0
804,high,1,0
804,high,2,0
804,high,3,0
804,high,4,0
804,high,5,0
804,high,6,0
804,high,7,0
805,high,1,0
805,high,2,0
805,high,3,0
805,high,4,0
805,high,5,0
805,high,6,0
805,high,7,0
806,high,1,0
806,high,2,0
806,high,3,0
806,high,4,0
806,high,5,0
806,high,6,0
806,high,7,0
807,high,1,0
807,high,2,0
807,high,3,0
807,high,4,0
807,high,5,0
807,high,6,0
807,high,7,0
808,high,1,0
808,high,2,0
808,high,3,0
808,high,4,0
808,high,5,0
808,high,6,0
808,high,7,0
809,high,1,0
809,high,2,0
809,high,3,0
809,high,4,0
809,high,5,0
809,high,6,0
809,high,7,0
810,high,1,0
810,high,2,0
810,high,3,0
810,high,4,0
810,high,5,0
810,high,6,0
810,high,7,0
811,high,1,0
811,high,2,0
811,high,3,0
811,high,4,0
811,high,5,0
811,high,6,0
811,high,7,0
812,high,1,0
812,high,2,0
812,high,3,0
812,high,4,0
812,high,5,0
812,high,6,0
812,high,7,0
813,high,1,0
813,high,2,0
813,high,3,0
813,high,4,0
813,high,5,0
813,high,6,0
813,high,7,0
814,high,1,0
814,high,2,0
814,high,3,0
814,high,4,0
814,high,5,0
814,high,6,0
814,high,7,0
815,high,1,0
815,high,2,0
815,high,3,0
815,high,4,0
815,high,5,0
815,high,6,0
815,high,7,0
816,high,1,0
816,high,2,0
816,high,3,0
816,high,4,0
816,high,5,0
816,high,6,0
816,high,7,0
817,high,1,0
817,high,2,0
817,high,3,0
817,high,4,0
817,high,5,0
817,high,6,0
817,high,7,0
818,high,1,0
818,high,2,0
818,high,3,0
818,high,4,0
818,high,5,0
818,high,6,0
818,high,7,0
819,high,1,0
819,high,2,0
819,high,3,0
819,high,4,0
819,high,5,0
819,high,6,0
819,high,7,0
820,high,1,0
820,high,2,0
820,high,3,0
820,high,4,0
820,high,5,0
820,high,6,0
820,high,7,0
821,high,1,0
821,high,2,0
821,high,3,0
821,high,4,0
821,high,5,0
821,high,6,0
821,high,7,0
822,high,1,0
822,high,2,0
822,high,3,0
822,high,4,0
822,high,5,0
822,high,6,0
822,high,7,0
823,high,1,0
823,high,2,0
823,high,3,0
823,high,4,0
823,high,5,0
823,high,6,0
823,high,7,0
824,high,1,0
824,high,2,0
824,high,3,0
824,high,4,0
824,high,5,0
824,high,6,0
824,high,7,0
825,high,1,0
825,high,2,0
825,high,3,0
825,high,4,0
825,high,5,0
825,high,6,0
825,high,7,0
826,high,1,0
826,high,2,0
826,high,3,0
826,high,4,0
826,high,5,0
826,high,6,0
826,high,7,0
827,high,1,0
827,high,2,0
827,high,3,0
827,high,4,0
827,high,5,0
827,high,6,0
827,high,7,0
828,high,1,0
828,high,2,0
828,high,3,0
828,high,4,0
828,high,5,0
828,high,6,0
828,high,7,0
829,high,1,0
829,high,2,0
829,high,3,0
829,high,4,0
829,high,5,0
829,high,6,0
829,high,7,0
830,high,1,0
830,high,2,0
830,high,3,0
830,high,4,0
830,high,5,0
830,high,6,0
830,high,7,0
831,high,1,0
831,high,2,0
831,high,3,0
831,high,4,0
831,high,5,0
831,high,6,0
831,high,7,0
832,high,1,0
832,high,2,0
832,high,3,0
832,high,4,0
832,high,5,0
832,high,6,0
832,high,7,0
833,high,1,0
833,high,2,0
833,high,3,0
833,high,4,0
833,high,5,0
833,high,6,0
833,high,7,0
834,high,1,0
834,high,2,0
834,high,3,0
834,high,4,0
834,high,5,0
834,high,6,0
834,high,7,0
835,high,1,0
835,high,2,0
835,high,3,0
835,high,4,0
835,high,5,0
835,high,6,0
835,high,7,0
836,high,1,0
836,high,2,0
836,high,3,0
836,high,4,0
836,high,5,0
836,high,6,0
836,high,7,0
837,high,1,0
837,high,2,0
837,high,3,0
837,high,4,0
837,high,5,0
837,high,6,0
837,high,7,0
838,high,1,0
838,high,2,0
838,high,3,0
838,high,4,0
838,high,5,0
838,high,6,0
838,high,7,0
839,high,1,0
839,high,2,0
839,high,3,0
839,high,4,0
839,high,5,0
839,high,6,0
839,high,7,0
840,high,1,0
840,high,2,0
840,high,3,0
840,high,4,0
840,high,5,0
840,high,6,0
840,high,7,0
841,high,1,0
841,high,2,0
841,high,3,0
841,high,4,0
841,high,5,0
841,high,6,0
841,high,7,0
842,high,1,0
842,high,2,0
842,high,3,0
842,high,4,0
842,high,5,0
842,high,6,0
842,high,7,0
843,high,1,0
843,high,2,0
843,high,3,0
843,high,4,0
843,high,5,0
843,high,6,0
843,high,7,0
844,high,1,0
844,high,2,0
844,high,3,0
844,high,4,0
844,high,5,0
844,high,6,0
844,high,7,0
845,high,1,0
845,high,2,0
845,high,3,0
845,high,4,0
845,high,5,0
845,high,6,0
845,high,7,0
846,high,1,0
846,high,2,0
846,high,3,0
846,high,4,0
846,high,5,0
846,high,6,0
846,high,7,0
847,high,1,0
847,high,2,0
847,high,3,0
847,high,4,0
847,high,5,0
847,high,6,0
847,high,7,0
848,high,1,0
848,high,2,0
848,high,3,0
848,high,4,0
848,high,5,0
848,high,6,0
848,high,7,0
849,high,1,0
849,high,2,0
849,high,3,0
849,high,4,0
849,high,5,0
849,high,6,0
849,high,7,0
850,high,1,0
850,high,2,0
850,high,3,0
850,high,4,0
850,high,5,0
850,high,6,0
850,high,7,0
851,high,1,0
851,high,2,0
851,high,3,0
851,high,4,0
851,high,5,0
851,high,6,0
851,high,7,0
852,high,1,0
852,high,2,0
852,high,3,0
852,high,4,0
852,high,5,0
852,high,6,0
852,high,7,0
853,high,1,0
853,high,2,0
853,high,3,0
853,high,4,0
853,high,5,0
853,high,6,0
853,high,7,0
854,high,1,0
854,high,2,0
854,high,3,0
854,high,4,0
854,high,5,0
854,high,6,0
854,high,7,0
855,high,1,0
855,high,2,0
855,high,3,0
855,high,4,0
855,high,5,0
855,high,6,0
855,high,7,0
856,high,1,0
856,high,2,0
856,high,3,0
856,high,4,0
856,high,5,0
856,high,6,0
856,high,7,0
857,high,1,0
857,high,2,0
857,high,3,0
857,high,4,0
857,high,5,0
857,high,6,0
857,high,7,0
858,high,1,0
858,high,2,0
858,high,3,0
858,high,4,0
858,high,5,0
858,high,6,0
858,high,7,0
859,high,1,0
859,high,2,0
859,high,3,0
859,high,4,0
859,high,5,0
859,high,6,0
859,high,7,0
860,high,1,0
860,high,2,0
860,high,3,0
860,high,4,0
860,high,5,0
860,high,6,0
860,high,7,0
861,high,1,0
861,high,2,0
861,high,3,0
861,high,4,0
861,high,5,0
861,high,6,0
861,high,7,0
862,high,1,0
862,high,2,0
862,high,3,0
862,high,4,0
862,high,5,0
862,high,6,0
862,high,7,0
863,high,1,0
863,high,2,0
863,high,3,0
863,high,4,0
863,high,5,0
863,high,6,0
863,high,7,0
864,high,1,0
864,high,2,0
864,high,3,0
864,high,4,0
864,high,5,0
864,high,6,0
864,high,7,0
865,high,1,0
865,high,2,0
865,high,3,0
865,high,4,0
865,high,5,0
865,high,6,0
865,high,7,0
866,high,1,0
866,high,2,0
866,high,3,0
866,high,4,0
866,high,5,0
866,high,6,0
866,high,7,0
867,high,1,0
867,high,2,0
867,high,3,0
867,high,4,0
867,high,5,0
867,high,6,0
867,high,7,0
868,high,1,0
868,high,2,0
868,high,3,0
868,high,4,0
868,high,5,0
868,high,6,0
868,high,7,0
869,high,1,0
869,high,2,0
869,high,3,0
869,high,4,0
869,high,5,0
869,high,6,0
869,high,7,0
870,high,1,0
870,high,2,0
870,high,3,0
870,high,4,0
870,high,5,0
870,high,6,0
870,high,7,0
871,high,1,0
871,high,2,0
871,high,3,0
871,high,4,0
871,high,5,0
871,high,6,0
871,high,7,0
872,high,1,0
872,high,2,0
872,high,3,0
872,high,4,0
872,high,5,0
872,high,6,0
872,high,7,0
873,high,1,0
873,high,2,0
873,high,3,0
873,high,4,0
873,high,5,0
873,high,6,0
873,high,7,0
874,high,1,0
874,high,2,0
874,high,3,0
874,high,4,0
874,high,5,0
874,high,6,0
874,high,7,0
875,high,1,0
875,high,2,0
875,high,3,0
875,high,4,0
875,high,5,0
875,high,6,0
875,high,7,0
876,high,1,0
876,high,2,0
876,high,3,0
876,high,4,0
876,high,5,0
876,high,6,0
876,high,7,0
877,high,1,0
877,high,2,0
877,high,3,0
877,high,4,0
877,high,5,0
877,high,6,0
877,high,7,0
878,high,1,0
878,high,2,0
878,high,3,0
878,high,4,0
878,high,5,0
878,high,6,0
878,high,7,0
879,high,1,0
879,high,2,0
879,high,3,0
879,high,4,0
879,high,5,0
879,high,6,0
879,high,7,0
880,high,1,0
880,high,2,0
880,high,3,0
880,high,4,0
880,high,5,0
880,high,6,0
880,high,7,0
881,high,1,0
881,high,2,0
881,high,3,0
881,high,4,0
881,high,5,0
881,high,6,0
881,high,7,0
882,high,1,0
882,high,2,0
882,high,3,0
882,high,4,0
882,high,5,0
882,high,6,0
882,high,7,0
883,high,1,0
883,high,2,0
883,high,3,0
883,high,4,0
883,high,5,0
883,high,6,0
883,high,7,0
884,high,1,0
884,high,2,0
884,high,3,0
884,high,4,0
884,high,5,0
884,high,6,0
884,high,7,0
885,high,1,0
885,high,2,0
885,high,3,0
885,high,4,0
885,high,5,0
885,high,6,0
885,high,7,0
886,high,1,0
886,high,2,0
886,high,3,0
886,high,4,0
886,high,5,0
886,high,6,0
886,high,7,0
887,high,1,0
887,high,2,0
887,high,3,0
887,high,4,0
887,high,5,0
887,high,6,0
887,high,7,0
888,high,1,0
888,high,2,0
888,high,3,0
888,high,4,0
888,high,5,0
888,high,6,0
888,high,7,0
889,high,1,0
889,high,2,0
889,high,3,0
889,high,4,0
889,high,5,0
889,high,6,0
889,high,7,0
890,high,1,0
890,high,2,0
890,high,3,0
890,high,4,0
890,high,5,0
890,high,6,0
890,high,7,0
891,high,1,0
891,high,2,0
891,high,3,0
891,high,4,0
891,high,5,0
891,high,6,0
891,high,7,0
892,high,1,0
892,high,2,0
892,high,3,0
892,high,4,0
892,high,5,0
892,high,6,0
892,high,7,0
893,high,1,0
893,high,2,0
893,high,3,0
893,high,4,0
893,high,5,0
893,high,6,0
893,high,7,0
894,high,1,0
894,high,2,0
894,high,3,0
894,high,4,0
894,high,5,0
894,high,6,0
894,high,7,0
895,high,1,0
895,high,2,0
895,high,3,0
895,high,4,0
895,high,5,0
895,high,6,0
895,high,7,0
896,high,1,0
896,high,2,0
896,high,3,0
896,high,4,0
896,high,5,0
896,high,6,0
896,high,7,0
897,high,1,0
897,high,2,0
897,high,3,0
897,high,4,0
897,high,5,0
897,high,6,0
897,high,7,0
898,high,1,0
898,high,2,0
898,high,3,0
898,high,4,0
898,high,5,0
898,high,6,0
898,high,7,0
899,high,1,0
899,high,2,0
899,high,3,0
899,high,4,0
899,high,5,0
899,high,6,0
899,high,7,0
900,high,1,0
900,high,2,0
900,high,3,0
900,high,4,0
900,high,5,0
900,high,6,0
900,high,7,0
901,high,1,0
901,high,2,0
901,high,3,0
901,high,4,0
901,high,5,0
901,high,6,0
901,high,7,0
902,high,1,0
902,high,2,0
902,high,3,0
902,high,4,0
902,high,5,0
902,high,6,0
902,high,7,0
903,high,1,0
903,high,2,0
903,high,3,0
903,high,4,0
903,high,5,0
903,high,6,0
903,high,7,0
904,high,1,0
904,high,2,0
904,high,3,0
904,high,4,0
904,high,5,0
904,high,6,0
904,high,7,0
905,high,1,0
905,high,2,0
905,high,3,0
905,high,4,0
905,high,5,0
905,high,6,0
905,high,7,0
906,high,1,0
906,high,2,0
906,high,3,0
906,high,4,0
906,high,5,0
906,high,6,0
906,high,7,0
907,high,1,0
907,high,2,0
907,high,3,0
907,high,4,0
907,high,5,0
907,high,6,0
907,high,7,0
908,high,1,0
908,high,2,0
908,high,3,0
908,high,4,0
908,high,5,0
908,high,6,0
908,high,7,0
909,high,1,0
909,high,2,0
909,high,3,0
909,high,4,0
909,high,5,0
909,high,6,0
909,high,7,0
910,high,1,0
910,high,2,0
910,high,3,0
910,high,4,0
910,high,5,0
910,high,6,0
910,high,7,0
911,high,1,0
911,high,2,0
911,high,3,0
911,high,4,0
911,high,5,0
911,high,6,0
911,high,7,0
912,high,1,0
912,high,2,0
912,high,3,0
912,high,4,0
912,high,5,0
912,high,6,0
912,high,7,0
913,high,1,0
913,high,2,0
913,high,3,0
913,high,4,0
913,high,5,0
913,high,6,0
913,high,7,0
914,high,1,0
914,high,2,0
914,high,3,0
914,high,4,0
914,high,5,0
914,high,6,0
914,high,7,0
915,high,1,0
915,high,2,0
915,high,3,0
915,high,4,0
915,high,5,0
915,high,6,0
915,high,7,0
916,high,1,0
916,high,2,0
916,high,3,0
916,high,4,0
916,high,5,0
916,high,6,0
916,high,7,0
917,high,1,0
917,high,2,0
917,high,3,0
917,high,4,0
917,high,5,0
917,high,6,0
917,high,7,0
918,high,1,0
918,high,2,0
918,high,3,0
918,high,4,0
918,high,5,0
918,high,6,0
918,high,7,0
919,high,1,0
919,high,2,0
919,high,3,0
919,high,4,0
919,high,5,0
919,high,6,0
919,high,7,0
920,high,1,0
920,high,2,0
920,high,3,0
920,high,4,0
920,high,5,0
920,high,6,0
920,high,7,0
921,high,1,0
921,high,2,0
921,high,3,0
921,high,4,0
921,high,5,0
921,high,6,0
921,high,7,0
922,high,1,0
922,high,2,0
922,high,3,0
922,high,4,0
922,high,5,0
922,high,6,0
922,high,7,0
923,high,1,0
923,high,2,0
923,high,3,0
923,high,4,0
923,high,5,0
923,high,6,0
923,high,7,0
924,high,1,0
924,high,2,0
924,high,3,0
924,high,4,0
924,high,5,0
924,high,6,0
924,high,7,0
925,high,1,0
925,high,2,0
925,high,3,0
925,high,4,0
925,high,5,0
925,high,6,0
925,high,7,0
926,high,1,0
926,high,2,0
926,high,3,0
926,high,4,0
926,high,5,0
926,high,6,0
926,high,7,0
927,high,1,0
927,high,2,0
927,high,3,0
927,high,4,0
927,high,5,0
927,high,6,0
927,high,7,0
928,high,1,0
928,high,2,0
928,high,3,0
928,high,4,0
928,high,5,0
928,high,6,0
928,high,7,0
929,high,1,0
929,high,2,0
929,high,3,0
929,high,4,0
929,high,5,0
929,high,6,0
929,high,7,0
930,high,1,0
930,high,2,0
930,high,3,0
930,high,4,0
930,high,5,0
930,high,6,0
930,high,7,0
931,high,1,0
931,high,2,0
931,high,3,0
931,high,4,0
931,high,5,0
931,high,6,0
931,high,7,0
932,high,1,0
932,high,2,0
932,high,3,0
932,high,4,0
932,high,5,0
932,high,6,0
932,high,7,0
933,high,1,0
933,high,2,0
933,high,3,0
933,high,4,0
933,high,5,0
933,high,6,0
933,high,7,0
934,high,1,0
934,high,2,0
934,high,3,0
934,high,4,0
934,high,5,0
934,high,6,0
934,high,7,0
935,high,1,0
935,high,2,0
935,high,3,0
935,high,4,0
935,high,5,0
935,high,6,0
935,high,7,0
936,high,1,0
936,high,2,0
936,high,3,0
936,high,4,0
936,high,5,0
936,high,6,0
936,high,7,0
937,high,1,0
937,high,2,0
937,high,3,0
937,high,4,0
937,high,5,0
937,high,6,0
937,high,7,0
938,high,1,0
938,high,2,0
938,high,3,0
938,high,4,0
938,high,5,0
938,high,6,0
938,high,7,0
939,high,1,0
939,high,2,0
939,high,3,0
939,high,4,0
939,high,5,0
939,high,6,0
939,high,7,0
940,high,1,0
940,high,2,0
940,high,3,0
940,high,4,0
940,high,5,0
940,high,6,0
940,high,7,0
941,high,1,0
941,high,2,0
941,high,3,0
941,high,4,0
941,high,5,0
941,high,6,0
941,high,7,0
942,high,1,0
942,high,2,0
942,high,3,0
942,high,4,0
942,high,5,0
942,high,6,0
942,high,7,0
943,high,1,0
943,high,2,0
943,high,3,0
943,high,4,0
943,high,5,0
943,high,6,0
943,high,7,0
944,high,1,0
944,high,2,0
944,high,3,0
944,high,4,0
944,high,5,0
944,high,6,0
944,high,7,0
945,high,1,0
945,high,2,0
945,high,3,0
945,high,4,0
945,high,5,0
945,high,6,0
945,high,7,0
946,high,1,0
946,high,2,0
946,high,3,0
946,high,4,0
946,high,5,0
946,high,6,0
946,high,7,0
947,high,1,0
947,high,2,0
947,high,3,0
947,high,4,0
947,high,5,0
947,high,6,0
947,high,7,0
948,high,1,0
948,high,2,0
948,high,3,0
948,high,4,0
948,high,5,0
948,high,6,0
948,high,7,0
949,high,1,0
949,high,2,0
949,high,3,0
949,high,4,0
949,high,5,0
949,high,6,0
949,high,7,0
950,high,1,0
950,high,2,0
950,high,3,0
950,high,4,0
950,high,5,0
950,high,6,0
950,high,7,0
951,high,1,0
951,high,2,0
951,high,3,0
951,high,4,0
951,high,5,0
951,high,6,0
951,high,7,0
952,high,1,0
952,high,2,0
952,high,3,0
952,high,4,0
952,high,5,0
952,high,6,0
952,high,7,0
953,high,1,0
953,high,2,0
953,high,3,0
953,high,4,0
953,high,5,0
953,high,6,0
953,high,7,0
954,high,1,0
954,high,2,0
954,high,3,0
954,high,4,0
954,high,5,0
954,high,6,0
954,high,7,0
955,high,1,0
955,high,2,0
955,high,3,0
955,high,4,0
955,high,5,0
955,high,6,0
955,high,7,0
956,high,1,0
956,high,2,0
956,high,3,0
956,high,4,0
956,high,5,0
956,high,6,0
956,high,7,0
957,high,1,0
957,high,2,0
957,high,3,0
957,high,4,0
957,high,5,0
957,high,6,0
957,high,7,0
958,high,1,0
958,high,2,0
958,high,3,0
958,high,4,0
958,high,5,0
958,high,6,0
958,high,7,0
959,high,1,0
959,high,2,0
959,high,3,0
959,high,4,0
959,high,5,0
959,high,6,0
959,high,7,0
960,high,1,0
960,high,2,0
960,high,3,0
960,high,4,0
960,high,5,0
960,high,6,0
960,high,7,0
961,high,1,0
961,high,2,0
961,high,3,0
961,high,4,0
961,high,5,0
961,high,6,0
961,high,7,0
962,high,1,0
962,high,2,0
962,high,3,0
962,high,4,0
962,high,5,0
962,high,6,0
962,high,7,0
963,high,1,0
963,high,2,0
963,high,3,0
963,high,4,0
963,high,5,0
963,high,6,0
963,high,7,0
964,high,1,0
964,high,2,0
964,high,3,0
964,high,4,0
964,high,5,0
964,high,6,0
964,high,7,0
965,high,1,0
965,high,2,0
965,high,3,0
965,high,4,0
965,high,5,0
965,high,6,0
965,high,7,0
966,high,1,0
966,high,2,0
966,high,3,0
966,high,4,0
966,high,5,0
966,high,6,0
966,high,7,0
967,high,1,0
967,high,2,0
967,high,3,0
967,high,4,0
967,high,5,0
967,high,6,0
967,high,7,0
968,high,1,0
968,high,2,0
968,high,3,0
968,high,4,0
968,high,5,0
968,high,6,0
968,high,7,0
969,high,1,0
969,high,2,0
969,high,3,0
969,high,4,0
969,high,5,0
969,high,6,0
969,high,7,0
970,high,1,0
970,high,2,0
970,high,3,0
970,high,4,0
970,high,5,0
970,high,6,0
970,high,7,0
971,high,1,0
971,high,2,0
971,high,3,0
971,high,4,0
971,high,5,0
971,high,6,0
971,high,7,0
972,high,1,0
972,high,2,0
972,high,3,0
972,high,4,0
972,high,5,0
972,high,6,0
972,high,7,0
973,high,1,0
973,high,2,0
973,high,3,0
973,high,4,0
973,high,5,0
973,high,6,0
973,high,7,0
974,high,1,0
974,high,2,0
974,high,3,0
974,high,4,0
974,high,5,0
974,high,6,0
974,high,7,0
975,high,1,0
975,high,2,0
975,high,3,0
975,high,4,0
975,high,5,0
975,high,6,0
975,high,7,0
976,high,1,0
976,high,2,0
976,high,3,0
976,high,4,0
976,high,5,0
976,high,6,0
976,high,7,0
977,high,1,0
977,high,2,0
977,high,3,0
977,high,4,0
977,high,5,0
977,high,6,0
977,high,7,0
978,high,1,0
978,high,2,0
978,high,3,0
978,high,4,0
978,high,5,0
978,high,6,0
978,high,7,0
979,high,1,0
979,high,2,0
979,high,3,0
979,high,4,0
979,high,5,0
979,high,6,0
979,high,7,0
980,high,1,0
980,high,2,0
980,high,3,0
980,high,4,0
980,high,5,0
980,high,6,0
980,high,7,0
981,high,1,0
981,high,2,0
981,high,3,0
981,high,4,0
981,high,5,0
981,high,6,0
981,high,7,0
982,high,1,0
982,high,2,0
982,high,3,0
982,high,4,0
982,high,5,0
982,high,6,0
982,high,7,0
983,high,1,0
983,high,2,0
983,high,3,0
983,high,4,0
983,high,5,0
983,high,6,0
983,high,7,0
984,high,1,0
984,high,2,0
984,high,3,0
984,high,4,0
984,high,5,0
984,high,6,0
984,high,7,0
985,high,1,0
985,high,2,0
985,high,3,0
985,high,4,0
985,high,5,0
985,high,6,0
985,high,7,0
986,high,1,0
986,high,2,0
986,high,3,0
986,high,4,0
986,high,5,0
986,high,6,0
986,high,7,0
987,high,1,0
987,high,2,0
987,high,3,0
987,high,4,0
987,high,5,0
987,high,6,0
987,high,7,0
988,high,1,0
988,high,2,0
988,high,3,0
988,high,4,0
988,high,5,0
988,high,6,0
988,high,7,0
989,high,1,0
989,high,2,0
989,high,3,0
989,high,4,0
989,high,5,0
989,high,6,0
989,high,7,0
990,high,1,0
990,high,2,0
990,high,3,0
990,high,4,0
990,high,5,0
990,high,6,0
990,high,7,0
991,high,1,0
991,high,2,0
991,high,3,0
991,high,4,0
991,high,5,0
991,high,6,0
991,high,7,0
992,high,1,0
992,high,2,0
992,high,3,0
992,high,4,0
992,high,5,0
992,high,6,0
992,high,7,0
993,high,1,0
993,high,2,0
993,high,3,0
993,high,4,0
993,high,5,0
993,high,6,0
993,high,7,0
994,high,1,0
994,high,2,0
994,high,3,0
994,high,4,0
994,high,5,0
994,high,6,0
994,high,7,0
995,high,1,0
995,high,2,0
995,high,3,0
995,high,4,0
995,high,5,0
995,high,6,0
995,high,7,0
996,high,1,0
996,high,2,0
996,high,3,0
996,high,4,0
996,high,5,0
996,high,6,0
996,high,7,0
997,high,1,0
997,high,2,0
997,high,3,0
997,high,4,0
997,high,5,0
997,high,6,0
997,high,7,0
998,high,1,0
998,high,2,0
998,high,3,0
998,high,4,0
998,high,5,0
998,high,6,0
998,high,7,0
999,high,1,0
999,high,2,0
999,high,3,0
999,high,4,0
999,high,5,0
999,high,6,0
999,high,7,0
1000,regular,1,0
1000,regular,2,0
1000,regular,3,0
1000,regular,4,0
1000,regular,5,0
1000,regular,6,0
1000,regular,7,0
1001,regular,1,1
1002,regular,1,1
1003,regular,1,1
1004,regular,1,1
1005,regular,1,1
1006,regular,1,1
1007,regular,1,1
1008,regular,1,1
1009,regular,1,1
1010,regular,1,1
1011,regular,1,1
1012,regular,1,1
1013,regular,1,1
1014,regular,1,1
1015,regular,1,1
1016,regular,1,1
1017,regular,1,1
1018,regular,1,1
1019,regular,1,1
1020,regular,1,1
1021,regular,1,1
1022,regular,1,1
1023,regular,1,1
1024,regular,1,1
1025,regular,1,1
1026,regular,1,1
1027,regular,1,1
1028,regular,1,1
1029,regular,1,1
1030,regular,1,1
1031,regular,1,1
1032,regular,1,1
1033,regular,1,1
1034,regular,1,1
1035,regular,1,1
1036,regular,1,1
1037,regular,1,1
1038,regular,1,1
1039,regular,1,1
1040,regular,1,1
1041,regular,1,1
1042,regular,1,1
1043,regular,1,1
1044,regular,1,1
1045,regular,1,1
1046,regular,1,1
1047,regular,1,1
1048,regular,1,1
1049,regular,1,1
1050,regular,1,1
1051,regular,1,1
1052,regular,1,1
1053,regular,1,1
1054,regular,1,1
1055,regular,1,1
1056,regular,1,1
1057,regular,1,1
1058,regular,1,1
1059,regular,1,1
1060,regular,1,1
1061,regular,1,1
1062,regular,1,1
1063,regular,1,1
1064,regular,1,1
1065,regular,1,1
1066,regular,1,1
1067,regular,1,1
1068,regular,1,1
1069,regular,1,1
1070,regular,1,1
1071,regular,1,1
1072,regular,1,1
1073,regular,1,1
1074,regular,1,1
1075,regular,1,1
1076,regular,1,1
1077,regular,1,1
1078,regular,1,1
1079,regular,1,1
1080,regular,1,1
1081,regular,1,1
1082,regular,1,1
1083,regular,1,1
1084,regular,1,1
1085,regular,1,1
1086,regular,1,1
1087,regular,1,1
1088,regular,1,1
1089,regular,1,1
1090,regular,1,1
1091,regular,1,1
1092,regular,1,1
1093,regular,1,1
1094,regular,1,1
1095,regular,1,1
1096,regular,1,1
1097,regular,1,1
1098,regular,1,1
1099,regular,1,1
1100,regular,1,1
1101,regular,1,1
1102,regular,1,1
1103,regular,1,1
1104,regular,1,1
1105,regular,1,1
1106,regular,1,1
1107,regular,1,1
1108,regular,1,1
1109,regular,1,1
1110,regular,1,1
1111,regular,1,1
1112,regular,1,1
1113,regular,1,1
1114,regular,1,1
1115,regular,1,1
1116,regular,1,1
1117,regular,1,1
1118,regular,1,1
1119,regular,1,1
1120,regular,1,1
1121,regular,1,1
1122,regular,1,1
1123,regular,1,1
1124,regular,1,1
1125,regular,1,1
1126,regular,1,1
1127,regular,1,1
1128,regular,1,1
1129,regular,1,1
1130,regular,1,1
1131,regular,1,1
1132,regular,1,1
1133,regular,1,1
1134,regular,1,1
1135,regular,1,1
1136,regular,1,1
1137,regular,1,1
1138,regular,1,1
1139,regular,1,1
1140,regular,1,1
1141,regular,1,1
1142,regular,1,1
1143,regular,1,1
1144,regular,1,1
1145,regular,1,1
1146,regular,1,1
1147,regular,1,1
1148,regular,1,1
1149,regular,1,1
1150,regular,1,1
1151,regular,1,1
1152,regular,1,1
1153,regular,1,1
1154,regular,1,1
1155,regular,1,1
1156,regular,1,1
1157,regular,1,1
1158,regular,1,1
1159,regular,1,1
1160,regular,1,1
1161,regular,1,1
1162,regular,1,1
1163,regular,1,1
1164,regular,1,1
1165,regular,1,1
1166,regular,1,1
1167,regular,1,1
1168,regular,1,1
1169,regular,1,1
1170,regular,1,1
1171,regular,1,1
1172,regular,1,1
1173,regular,1,1
1174,regular,1,1
1175,regular,1,1
1176,regular,1,1
1177,regular,1,1
1178,regular,1,1
1179,regular,1,1
1180,regular,1,1
1181,regular,1,1
1182,regular,1,1
1183,regular,1,1
1184,regular,1,1
1185,regular,1,1
1186,regular,1,1
1187,regular,1,1
1188,regular,1,1
1189,regular,1,1
1190,regular,1,1
1191,regular,1,1
1192,regular,1,1
1193,regular,1,1
1194,regular,1,1
1195,regular,1,1
1196,regular,1,1
1197,regular,1,1
1198,regular,1,1
1199,regular,1,1
1200,regular,1,1
1201,regular,1,1
1202,regular,1,1
1203,regular,1,1
1204,regular,1,1
1205,regular,1,1
1206,regular,1,1
1207,regular,1,1
1208,regular,1,1
1209,regular,1,1
1210,regular,1,1
1211,regular,1,1
1212,regular,1,1
1213,regular,1,1
1214,regular,1,1
1215,regular,1,1
1216,regular,1,1
1217,regular,1,1
1218,regular,1,1
1219,regular,1,1
1220,regular,1,1
1221,regular,1,1
1222,regular,1,1
1223,regular,1,1
1224,regular,1,1
1225,regular,1,1
1226,regular,1,1
1227,regular,1,1
1228,regular,1,1
1229,regular,1,1
1230,regular,1,1
1231,regular,1,1
1232,regular,1,1
1233,regular,1,1
1234,regular,1,1
1235,regular,1,1
1236,regular,1,1
1237,regular,1,1
1238,regular,1,1
1239,regular,1,1
1240,regular,1,1
1241,regular,1,1
1242,regular,1,1
1243,regular,1,1
1244,regular,1,1
1245,regular,1,1
1246,regular,1,1
1247,regular,1,1
